Visitor Lga Name 1,Park Tourism Region,Park,last_yr,this_yr,percent_change
Warrumbungle Shire Council,Darling Downs,Crows Nest National Park,0,8,100
Warrumbungle Shire Council,Darling Downs,Girraween National Park,0,4,100
Warrumbungle Shire Council,Darling Downs,Sundown National Park,0,1,100
Warrumbungle Shire Council,Fraser Coast,Burrum Coast National Park,4,1,-75
Warrumbungle Shire Council,Fraser Coast,K'gari (Fraser Island) Great Walk,2,0,-100
Warrumbungle Shire Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,343,244,-28.86297376
Warrumbungle Shire Council,Gold Coast,Springbrook National Park,7,0,-100
Warrumbungle Shire Council,"Launceston, Tamar and the North",Brooyar State Forest,0,2,100
Warrumbungle Shire Council,"Launceston, Tamar and the North",Imbil State Forest,0,42,100
Warrumbungle Shire Council,Outback,Bladensburg National Park,10,0,-100
Warrumbungle Shire Council,Outback,Diamantina National Park,15,0,-100
Warrumbungle Shire Council,Outback,Idalia National Park,8,0,-100
Warrumbungle Shire Council,Outback,Lochern National Park,8,2,-75
Warrumbungle Shire Council,Outback,Porcupine Gorge National Park,0,10,100
Warrumbungle Shire Council,Outback,Welford National Park,10,0,-100
Warrumbungle Shire Council,Sunshine Coast,Amamoor State Forest and Forest Reserve,0,1,100
Warrumbungle Shire Council,Sunshine Coast,Beerburrum and Beerwah State Forests,0,21,100
Warrumbungle Shire Council,Sunshine Coast,Conondale National Park,0,9,100
Warrumbungle Shire Council,Sunshine Coast,Cooloola Recreation Area,19,0,-100
Warrumbungle Shire Council,Sunshine Coast,Inskip Peninsula Recreation Area,44,46,4.545454545
Warrumbungle Shire Council,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,6,24,300
Warrumbungle Shire Council,Tropical North Queensland,Cape Melville National Park (CYPAL),46,0,-100
Warrumbungle Shire Council,Tropical North Queensland,Danbulla National Park,5,3,-40
Warrumbungle Shire Council,Tropical North Queensland,Girramay National Park,2,0,-100
Warrumbungle Shire Council,Tropical North Queensland,Heathlands Resources Reserve,3,0,-100
Warrumbungle Shire Council,Tropical North Queensland,Jardine River National Park,0,6,100
Warrumbungle Shire Council,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),28,19,-32.14285714
Warrumbungle Shire Council,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),64,33,-48.4375
Warrumbungle Shire Council,Tropical North Queensland,Tully Gorge National Park,5,0,-100
Warrumbungle Shire Council,Tropical North Queensland,Wooroonooran National Park,1,2,100
Warrumbungle Shire Council,Whitsundays,Whitsunday Islands National Park,0,18,100
Waverley Council,Brisbane,Bribie Island Recreation Area,4,16,300
Waverley Council,Brisbane,D'Aguilar National Park,0,2,100
Waverley Council,Bundaberg,Auburn River National Park,0,4,100
Waverley Council,Central Queensland,Blackdown Tableland National Park,5,3,-40
Waverley Council,Central Queensland,Byfield State Forest,6,7,16.66666667
Waverley Council,Central Queensland,Capricornia Cays National Park,157,4,-97.4522293
Waverley Council,Central Queensland,Carnarvon National Park,13,4,-69.23076923
Waverley Council,Central Queensland,Deepwater National Park,9,12,33.33333333
Waverley Council,Central Queensland,Eurimbula National Park,23,5,-78.26086957
Waverley Council,Central Queensland,Isla Gorge National Park,2,0,-100
Waverley Council,Central Queensland,Nuga Nuga National Park,2,0,-100
Waverley Council,Central Queensland ,Capricornia Cays National Park,0,24,100
Waverley Council,Darling Downs,Bunya Mountains National Park,11,0,-100
Waverley Council,Darling Downs,Girraween National Park,2,2,0
Waverley Council,Fraser Coast,Burrum Coast National Park,5,6,20
Waverley Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,393,356,-9.41475827
Waverley Council,Fraser Coast,Tuan State Forest,3,4,33.33333333
Waverley Council,Fraser Coast,Wongi State Forest,4,0,-100
Waverley Council,Gold Coast,Springbrook National Park,17,20,17.64705882
Waverley Council,"Launceston, Tamar and the North",Brooyar State Forest,2,4,100
Waverley Council,"Launceston, Tamar and the North",Imbil State Forest,16,0,-100
Waverley Council,"Launceston, Tamar and the North",Jimna State Forest,0,7,100
Waverley Council,Mackay,Cape Hillsborough National Park,21,24,14.28571429
Waverley Council,Mackay,Cape Palmerston National Park,4,0,-100
Waverley Council,Mackay,Cathu State Forest,5,0,-100
Waverley Council,Mackay,Eungella National Park,11,9,-18.18181818
Waverley Council,Outback,Bladensburg National Park,0,1,100
Waverley Council,Outback,Currawinya National Park,0,4,100
Waverley Council,Outback,Diamantina National Park,0,3,100
Waverley Council,Outback,Porcupine Gorge National Park,0,6,100
Waverley Council,Sunshine Coast,Amamoor State Forest and Forest Reserve,0,5,100
Waverley Council,Sunshine Coast,Beerburrum and Beerwah State Forests,10,24,140
Waverley Council,Sunshine Coast,Conondale National Park,3,5,66.66666667
Waverley Council,Sunshine Coast,Cooloola Recreation Area,45,62,37.77777778
Waverley Council,Sunshine Coast,Inskip Peninsula Recreation Area,113,110,-2.654867257
Waverley Council,Sunshine Coast,Sunshine Coast Hinterland Great Walk,0,6,100
Waverley Council,Townsville,Abergowrie State Forest,1,0,-100
Waverley Council,Townsville,Paluma Range National Park,11,28,154.5454545
Waverley Council,Tropical North Queensland,Barnard Island Group National Park,4,0,-100
Waverley Council,Tropical North Queensland,Blackbraes National Park,0,2,100
Waverley Council,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,8,0,-100
Waverley Council,Tropical North Queensland,Daintree National Park,38,0,-100
Waverley Council,Tropical North Queensland,Daintree National Park (CYPAL),0,43,100
Waverley Council,Tropical North Queensland,Danbulla National Park,8,14,75
Waverley Council,Tropical North Queensland,Davies Creek National Park,6,2,-66.66666667
Waverley Council,Tropical North Queensland,Frankland Group National Park,0,6,100
Waverley Council,Tropical North Queensland,Girramay National Park,5,6,20
Waverley Council,Tropical North Queensland,Girringun National Park,29,39,34.48275862
Waverley Council,Tropical North Queensland,Goold Island National Park,8,0,-100
Waverley Council,Tropical North Queensland,Hinchinbrook Island National Park,1,0,-100
Waverley Council,Tropical North Queensland,"Hinchinbrook Island NP, Thorsborne Trail",36,19,-47.22222222
Waverley Council,Tropical North Queensland,Hope Islands National Park,12,0,-100
Waverley Council,Tropical North Queensland,Jardine River National Park,0,30,100
Waverley Council,Tropical North Queensland,Lizard Island National Park,0,6,100
Waverley Council,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),2,8,300
Waverley Council,Tropical North Queensland,Russell River National Park,2,2,0
Waverley Council,Tropical North Queensland,Speewah Conservation Park,4,6,50
Waverley Council,Tropical North Queensland,Tully Gorge National Park,0,2,100
Waverley Council,Tropical North Queensland,Wooroonooran National Park,7,8,14.28571429
Waverley Council,Whitsundays,Conway National Park,0,1,100
Waverley Council,Whitsundays,Molle Islands National Park,16,4,-75
Waverley Council,Whitsundays,Whitsunday Islands National Park,129,50,-61.24031008
Weddin Shire Council,Central Queensland,Byfield State Forest,0,2,100
Weddin Shire Council,Darling Downs,Crows Nest National Park,0,1,100
Weddin Shire Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,0,36,100
Weddin Shire Council,Outback,Diamantina National Park,0,7,100
Weddin Shire Council,Outback,Welford National Park,2,0,-100
Weddin Shire Council,Sunshine Coast,Cooloola Recreation Area,0,2,100
Weddin Shire Council,Sunshine Coast,Inskip Peninsula Recreation Area,0,2,100
Weddin Shire Council,Townsville,Paluma Range National Park,2,0,-100
Weddin Shire Council,Tropical North Queensland,Daintree National Park (CYPAL),0,1,100
Weddin Shire Council,Tropical North Queensland,Girringun National Park,0,1,100
Weddin Shire Council,Tropical North Queensland,Jardine River National Park,0,15,100
Weddin Shire Council,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),0,9,100
Weddin Shire Council,Tropical North Queensland,Speewah Conservation Park,0,2,100
Wellington Shire,Brisbane,Bribie Island Recreation Area,2,8,300
Wellington Shire,Brisbane,Main Range National Park,4,2,-50
Wellington Shire,Brisbane,Moogerah Peaks National Park,3,0,-100
Wellington Shire,Bundaberg,Auburn River National Park,0,1,100
Wellington Shire,Bundaberg,Tolderodden Conservation Park,0,4,100
Wellington Shire,Central Queensland,Blackdown Tableland National Park,2,9,350
Wellington Shire,Central Queensland,Byfield Conservation Park,0,2,100
Wellington Shire,Central Queensland,Byfield National Park,1,0,-100
Wellington Shire,Central Queensland,Byfield State Forest,19,19,0
Wellington Shire,Central Queensland,Capricornia Cays National Park,20,0,-100
Wellington Shire,Central Queensland,Carnarvon National Park,21,28,33.33333333
Wellington Shire,Central Queensland,Curtis Island National Park and Conservation Park,18,0,-100
Wellington Shire,Central Queensland,Deepwater National Park,8,10,25
Wellington Shire,Central Queensland,Eurimbula National Park,22,5,-77.27272727
Wellington Shire,Central Queensland,Expedition National Park,1,0,-100
Wellington Shire,Central Queensland,Isla Gorge National Park,0,3,100
Wellington Shire,Central Queensland,Kroombit Tops National Park,0,4,100
Wellington Shire,Central Queensland,Lake Murphy Conservation Park,0,6,100
Wellington Shire,Central Queensland,Mouth of Baffle Creek Conservation Park,5,0,-100
Wellington Shire,Central Queensland,Nuga Nuga National Park,0,6,100
Wellington Shire,Darling Downs,Benarkin State Forest,0,1,100
Wellington Shire,Darling Downs,Bunya Mountains National Park,6,8,33.33333333
Wellington Shire,Darling Downs,Crows Nest National Park,2,0,-100
Wellington Shire,Darling Downs,Girraween National Park,27,14,-48.14814815
Wellington Shire,Fraser Coast,Burrum Coast National Park,0,13,100
Wellington Shire,Fraser Coast,K'gari (Fraser Island) Recreation Area,445,516,15.95505618
Wellington Shire,Gold Coast,Springbrook National Park,5,17,240
Wellington Shire,"Launceston, Tamar and the North",Brooyar State Forest,0,9,100
Wellington Shire,"Launceston, Tamar and the North",Imbil State Forest,0,8,100
Wellington Shire,Mackay,Cape Hillsborough National Park,10,27,170
Wellington Shire,Mackay,Cape Palmerston National Park,0,9,100
Wellington Shire,Mackay,Cathu State Forest,1,0,-100
Wellington Shire,Mackay,Eungella National Park,12,11,-8.333333333
Wellington Shire,Outback,Bladensburg National Park,22,10,-54.54545455
Wellington Shire,Outback,Currawinya National Park,34,18,-47.05882353
Wellington Shire,Outback,Diamantina National Park,26,8,-69.23076923
Wellington Shire,Outback,Forest Den National Park,9,0,-100
Wellington Shire,Outback,Hell Hole Gorge National Park,11,13,18.18181818
Wellington Shire,Outback,Idalia National Park,16,4,-75
Wellington Shire,Outback,Lochern National Park,6,0,-100
Wellington Shire,Outback,Mariala National Park,12,0,-100
Wellington Shire,Outback,Munga-Thirri National Park,5,0,-100
Wellington Shire,Outback,Porcupine Gorge National Park,20,10,-50
Wellington Shire,Outback,Welford National Park,8,8,0
Wellington Shire,Queensland Country,Main Range Conservation Park,0,4,100
Wellington Shire,Sunshine Coast,Amamoor State Forest and Forest Reserve,4,0,-100
Wellington Shire,Sunshine Coast,Beerburrum and Beerwah State Forests,24,9,-62.5
Wellington Shire,Sunshine Coast,Conondale National Park,0,3,100
Wellington Shire,Sunshine Coast,Cooloola Recreation Area,21,35,66.66666667
Wellington Shire,Sunshine Coast,Inskip Peninsula Recreation Area,158,196,24.05063291
Wellington Shire,Townsville,Paluma Range National Park,30,47,56.66666667
Wellington Shire,Tropical North Queensland,Blackbraes National Park,2,1,-50
Wellington Shire,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,47,0,-100
Wellington Shire,Tropical North Queensland,Cape Melville National Park (CYPAL),0,94,100
Wellington Shire,Tropical North Queensland,Daintree National Park,13,0,-100
Wellington Shire,Tropical North Queensland,Daintree National Park (CYPAL),0,12,100
Wellington Shire,Tropical North Queensland,Danbulla National Park,65,59,-9.230769231
Wellington Shire,Tropical North Queensland,Davies Creek National Park,1,1,0
Wellington Shire,Tropical North Queensland,Dinden National Park,11,2,-81.81818182
Wellington Shire,Tropical North Queensland,Family Islands National Park,2,0,-100
Wellington Shire,Tropical North Queensland,Girramay National Park,16,11,-31.25
Wellington Shire,Tropical North Queensland,Girringun National Park,13,6,-53.84615385
Wellington Shire,Tropical North Queensland,Goold Island National Park,2,0,-100
Wellington Shire,Tropical North Queensland,Heathlands Resources Reserve,1,9,800
Wellington Shire,Tropical North Queensland,Hinchinbrook Island National Park,12,0,-100
Wellington Shire,Tropical North Queensland,"Hinchinbrook Island NP, Thorsborne Trail",26,5,-80.76923077
Wellington Shire,Tropical North Queensland,Jardine River National Park,43,50,16.27906977
Wellington Shire,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),117,75,-35.8974359
Wellington Shire,Tropical North Queensland,Oyala Thumotang National Park (CYPAL),2,1,-50
Wellington Shire,Tropical North Queensland,Palmer Goldfield Resources Reserve,6,0,-100
Wellington Shire,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),40,36,-10
Wellington Shire,Tropical North Queensland,Russell River National Park,40,0,-100
Wellington Shire,Tropical North Queensland,Speewah Conservation Park,5,2,-60
Wellington Shire,Tropical North Queensland,Tully Gorge National Park,20,0,-100
Wellington Shire,Tropical North Queensland,Wooroonooran National Park,22,17,-22.72727273
Wellington Shire,Tropical North Queensland,"Wooroonooran NP, Bartle Frere trail",0,2,100
Wellington Shire,Whitsundays,Dryander National Park,0,10,100
Wellington Shire,Whitsundays,Gloucester Islands National Park,40,51,27.5
Wellington Shire,Whitsundays,Molle Islands National Park,0,22,100
Wellington Shire,Whitsundays,Whitsunday Islands National Park,0,26,100
Wentworth Shire Council,Brisbane,Glen Rock State Forest,0,2,100
Wentworth Shire Council,Central Queensland,Blackdown Tableland National Park,0,12,100
Wentworth Shire Council,Central Queensland,Bulburin National Park,0,4,100
Wentworth Shire Council,Central Queensland,Byfield National Park,0,4,100
Wentworth Shire Council,Central Queensland,Byfield State Forest,2,9,350
Wentworth Shire Council,Central Queensland,Deepwater National Park,0,8,100
Wentworth Shire Council,Central Queensland,Eurimbula National Park,6,0,-100
Wentworth Shire Council,Central Queensland,Isla Gorge National Park,0,5,100
Wentworth Shire Council,Central Queensland,Kroombit Tops National Park,0,4,100
Wentworth Shire Council,Darling Downs,Bunya Mountains National Park,1,0,-100
Wentworth Shire Council,Darling Downs,Crows Nest National Park,8,0,-100
Wentworth Shire Council,Darling Downs,Girraween National Park,4,0,-100
Wentworth Shire Council,Fraser Coast,Burrum Coast National Park,0,5,100
Wentworth Shire Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,366,535,46.17486339
Wentworth Shire Council,Gold Coast,Springbrook National Park,2,0,-100
Wentworth Shire Council,"Launceston, Tamar and the North",Brooyar State Forest,0,5,100
Wentworth Shire Council,Mackay,Cape Hillsborough National Park,0,1,100
Wentworth Shire Council,Mackay,Cape Palmerston National Park,0,4,100
Wentworth Shire Council,Mackay,Cathu State Forest,0,1,100
Wentworth Shire Council,Mackay,Crediton State Forest,0,3,100
Wentworth Shire Council,Mackay,Eungella National Park,0,4,100
Wentworth Shire Council,Outback,Bladensburg National Park,0,2,100
Wentworth Shire Council,Outback,Currawinya National Park,8,6,-25
Wentworth Shire Council,Outback,Diamantina National Park,2,0,-100
Wentworth Shire Council,Outback,Porcupine Gorge National Park,0,2,100
Wentworth Shire Council,Sunshine Coast,Amamoor State Forest and Forest Reserve,2,1,-50
Wentworth Shire Council,Sunshine Coast,Beerburrum and Beerwah State Forests,0,19,100
Wentworth Shire Council,Sunshine Coast,Conondale National Park,6,0,-100
Wentworth Shire Council,Sunshine Coast,Cooloola Recreation Area,10,8,-20
Wentworth Shire Council,Sunshine Coast,Inskip Peninsula Recreation Area,18,78,333.3333333
Wentworth Shire Council,Townsville,Abergowrie State Forest,0,2,100
Wentworth Shire Council,Townsville,Paluma Range National Park,10,18,80
Wentworth Shire Council,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,12,0,-100
Wentworth Shire Council,Tropical North Queensland,Daintree National Park (CYPAL),0,19,100
Wentworth Shire Council,Tropical North Queensland,Danbulla National Park,8,14,75
Wentworth Shire Council,Tropical North Queensland,Dinden National Park,4,0,-100
Wentworth Shire Council,Tropical North Queensland,Girramay National Park,5,2,-60
Wentworth Shire Council,Tropical North Queensland,Girringun National Park,0,6,100
Wentworth Shire Council,Tropical North Queensland,"Hinchinbrook Island NP, Thorsborne Trail",20,12,-40
Wentworth Shire Council,Tropical North Queensland,Jardine River National Park,9,8,-11.11111111
Wentworth Shire Council,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),46,43,-6.52173913
Wentworth Shire Council,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),6,17,183.3333333
Wentworth Shire Council,Tropical North Queensland,Speewah Conservation Park,0,2,100
Wentworth Shire Council,Tropical North Queensland,Tully Gorge National Park,0,6,100
Wentworth Shire Council,Tropical North Queensland,Wooroonooran National Park,1,0,-100
Wentworth Shire Council,Whitsundays,Molle Islands National Park,0,18,100
Wentworth Shire Council,Whitsundays,Whitsunday Islands National Park,0,71,100
West Arnhem Region,Brisbane,Bribie Island Recreation Area,0,4,100
West Arnhem Region,Central Queensland,Blackdown Tableland National Park,4,0,-100
West Arnhem Region,Gold Coast,Springbrook National Park,0,1,100
West Arnhem Region,Sunshine Coast,Cooloola Recreation Area,0,1,100
West Arnhem Region,Tropical North Queensland,Daintree National Park,2,0,-100
West Coast Council,Brisbane,Main Range National Park,3,0,-100
West Coast Council,Central Queensland,Blackdown Tableland National Park,7,0,-100
West Coast Council,Central Queensland,Byfield State Forest,8,0,-100
West Coast Council,Central Queensland,Carnarvon National Park,0,6,100
West Coast Council,Central Queensland,Eurimbula National Park,2,0,-100
West Coast Council,Darling Downs,Bunya Mountains National Park,2,2,0
West Coast Council,Darling Downs,Crows Nest National Park,2,0,-100
West Coast Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,46,56,21.73913043
West Coast Council,Outback,Porcupine Gorge National Park,8,4,-50
West Coast Council,Sunshine Coast,Beerburrum and Beerwah State Forests,0,4,100
West Coast Council,Sunshine Coast,Conondale National Park,0,2,100
West Coast Council,Sunshine Coast,Cooloola Recreation Area,0,2,100
West Coast Council,Sunshine Coast,Inskip Peninsula Recreation Area,8,6,-25
West Coast Council,Townsville,Abergowrie State Forest,2,0,-100
West Coast Council,Townsville,Paluma Range National Park,0,4,100
West Coast Council,Tropical North Queensland,Barnard Island Group National Park,0,12,100
West Coast Council,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,4,0,-100
West Coast Council,Tropical North Queensland,Danbulla National Park,0,16,100
West Coast Council,Tropical North Queensland,Girramay National Park,4,4,0
West Coast Council,Tropical North Queensland,Jardine River National Park,8,0,-100
West Coast Council,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),4,6,50
West Coast Council,Tropical North Queensland,Palmer Goldfield Resources Reserve,2,0,-100
West Tamar Council,Central Queensland,Deepwater National Park,2,0,-100
West Tamar Council,Darling Downs,Girraween National Park,0,4,100
West Tamar Council,Fraser Coast,Burrum Coast National Park,4,0,-100
West Tamar Council,Fraser Coast,K'gari (Fraser Island) Recreation Area,113,0,-100
West Tamar Council,Gold Coast,Lamington National Park,4,4,0
West Tamar Council,Mackay,Cape Hillsborough National Park,1,0,-100
West Tamar Council,Outback,Porcupine Gorge National Park,12,0,-100
West Tamar Council,Sunshine Coast,Amamoor State Forest and Forest Reserve,2,0,-100
West Tamar Council,Sunshine Coast,Cooloola Recreation Area,13,10,-23.07692308
West Tamar Council,Sunshine Coast,Inskip Peninsula Recreation Area,149,41,-72.48322148
West Tamar Council,Townsville,Abergowrie State Forest,2,0,-100
West Tamar Council,Townsville,Paluma Range National Park,7,0,-100
West Tamar Council,Tropical North Queensland,Dinden National Park,0,2,100
West Tamar Council,Tropical North Queensland,Wooroonooran National Park,2,2,0
West Wimmera Shire,Fraser Coast,K'gari (Fraser Island) Recreation Area,0,8,100
West Wimmera Shire,Outback,Porcupine Gorge National Park,4,0,-100
West Wimmera Shire,Tropical North Queensland,Daintree National Park,8,0,-100
West Wimmera Shire,Tropical North Queensland,Jardine River National Park,8,0,-100
West Wimmera Shire,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),8,0,-100
Western Downs Regional,Brisbane,Bribie Island Recreation Area,83,75,-9.638554217
Western Downs Regional,Brisbane,D'Aguilar National Park,17,0,-100
Western Downs Regional,Brisbane,Main Range National Park,77,21,-72.72727273
Western Downs Regional,Brisbane,Moogerah Peaks National Park,4,10,150
Western Downs Regional,Brisbane,Naree Budjong Djara National Park,0,40,100
Western Downs Regional,Brisbane,Teerk Roo Ra National Park,1,1,0
Western Downs Regional,Bundaberg,Auburn River National Park,83,44,-46.98795181
Western Downs Regional,Bundaberg,Kalpowar State Forest,6,0,-100
Western Downs Regional,Bundaberg,Tolderodden Conservation Park,17,9,-47.05882353
Western Downs Regional,Central Queensland,Blackdown Tableland National Park,31,73,135.483871
Western Downs Regional,Central Queensland,Byfield Conservation Park,8,14,75
Western Downs Regional,Central Queensland,Byfield National Park,28,4,-85.71428571
Western Downs Regional,Central Queensland,Byfield State Forest,76,34,-55.26315789
Western Downs Regional,Central Queensland,Capricornia Cays National Park,120,10,-91.66666667
Western Downs Regional,Central Queensland,Carnarvon Great Walk,31,14,-54.83870968
Western Downs Regional,Central Queensland,Carnarvon National Park,123,73,-40.6504065
Western Downs Regional,Central Queensland,Curtis Island National Park and Conservation Park,4,10,150
Western Downs Regional,Central Queensland,Deepwater National Park,188,15,-92.0212766
Western Downs Regional,Central Queensland,Eurimbula National Park,117,166,41.88034188
Western Downs Regional,Central Queensland,Expedition National Park,48,12,-75
Western Downs Regional,Central Queensland,Isla Gorge National Park,8,31,287.5
Western Downs Regional,Central Queensland,Keppel Bay Islands National Park,0,12,100
Western Downs Regional,Central Queensland,Kroombit Tops National Park,19,29,52.63157895
Western Downs Regional,Central Queensland,Lake Murphy Conservation Park,14,16,14.28571429
Western Downs Regional,Central Queensland,Mouth of Baffle Creek Conservation Park,4,8,100
Western Downs Regional,Central Queensland,Nuga Nuga National Park,15,20,33.33333333
Western Downs Regional,Central Queensland ,Eurimbula National Park,0,55,100
Western Downs Regional,Darling Downs,Barakula State Forest,2,21,950
Western Downs Regional,Darling Downs,Benarkin State Forest,81,139,71.60493827
Western Downs Regional,Darling Downs,Bunya Mountains National Park,304,445,46.38157895
Western Downs Regional,Darling Downs,Crows Nest National Park,80,26,-67.5
Western Downs Regional,Darling Downs,Girraween National Park,27,112,314.8148148
Western Downs Regional,Darling Downs,Sundown National Park,20,20,0
Western Downs Regional,Darling Downs ,Benarkin State Forest,0,6,100
Western Downs Regional,Darling Downs ,Bunya Mountains National Park,0,4,100
Western Downs Regional,Darling Downs ,Crows Nest National Park,0,7,100
Western Downs Regional,Fraser Coast,Burrum Coast National Park,463,240,-48.16414687
Western Downs Regional,Fraser Coast,K'gari (Fraser Island) Great Walk,0,6,100
Western Downs Regional,Fraser Coast,K'gari (Fraser Island) Recreation Area,"1,935","1,853",-4.237726098
Western Downs Regional,Fraser Coast,Tuan State Forest,242,212,-12.39669421
Western Downs Regional,Fraser Coast,Wongi State Forest,16,4,-75
Western Downs Regional,Gold Coast,Gold Coast Hinterland Great Walk,1,2,100
Western Downs Regional,Gold Coast,Lamington National Park,0,2,100
Western Downs Regional,Gold Coast,Mount Barney National Park,5,3,-40
Western Downs Regional,Gold Coast,Springbrook National Park,68,58,-14.70588235
Western Downs Regional,"Launceston, Tamar and the North",Brooyar State Forest,9,57,533.3333333
Western Downs Regional,"Launceston, Tamar and the North",Imbil State Forest,72,118,63.88888889
Western Downs Regional,"Launceston, Tamar and the North",Jimna State Forest,40,20,-50
Western Downs Regional,Mackay,Cape Hillsborough National Park,22,20,-9.090909091
Western Downs Regional,Mackay,Cape Palmerston National Park,26,22,-15.38461538
Western Downs Regional,Mackay,Crediton State Forest,4,3,-25
Western Downs Regional,Mackay,Eungella National Park,20,17,-15
Western Downs Regional,Outback,Culgoa Floodplain National Park,0,8,100
Western Downs Regional,Outback,Currawinya National Park,0,16,100
Western Downs Regional,Outback,Diamantina National Park,0,4,100
Western Downs Regional,Outback,Hell Hole Gorge National Park,0,20,100
Western Downs Regional,Outback,Idalia National Park,2,0,-100
Western Downs Regional,Outback,Lochern National Park,0,2,100
Western Downs Regional,Outback,Porcupine Gorge National Park,4,19,375
Western Downs Regional,Sunshine Coast,Amamoor State Forest and Forest Reserve,44,79,79.54545455
Western Downs Regional,Sunshine Coast,Beerburrum and Beerwah State Forests,17,15,-11.76470588
Western Downs Regional,Sunshine Coast,Conondale National Park,52,62,19.23076923
Western Downs Regional,Sunshine Coast,Conondale Range Great Walk,0,9,100
Western Downs Regional,Sunshine Coast,Cooloola Great Walk,7,18,157.1428571
Western Downs Regional,Sunshine Coast,Cooloola Recreation Area,557,627,12.56732496
Western Downs Regional,Sunshine Coast,Inskip Peninsula Recreation Area,"1,747","1,660",-4.979965655
Western Downs Regional,Sunshine Coast,Sunshine Coast Hinterland Great Walk,7,14,100
Western Downs Regional,Townsville,Bowling Green Bay National Park,2,0,-100
Western Downs Regional,Townsville,Paluma Range National Park,17,12,-29.41176471
Western Downs Regional,Tropical North Queensland,Boodjamulla (Lawn Hill) National Park,51,0,-100
Western Downs Regional,Tropical North Queensland,Cape Melville National Park (CYPAL),9,8,-11.11111111
Western Downs Regional,Tropical North Queensland,Daintree National Park,6,0,-100
Western Downs Regional,Tropical North Queensland,Danbulla National Park,46,30,-34.7826087
Western Downs Regional,Tropical North Queensland,Davies Creek National Park,2,0,-100
Western Downs Regional,Tropical North Queensland,Girramay National Park,0,8,100
Western Downs Regional,Tropical North Queensland,Girringun National Park,26,9,-65.38461538
Western Downs Regional,Tropical North Queensland,Heathlands Resources Reserve,4,0,-100
Western Downs Regional,Tropical North Queensland,"Hinchinbrook Island NP, Thorsborne Trail",6,9,50
Western Downs Regional,Tropical North Queensland,Hope Islands National Park,8,2,-75
Western Downs Regional,Tropical North Queensland,Jardine River National Park,46,12,-73.91304348
Western Downs Regional,Tropical North Queensland,Koombooloomba National Park and Conservation Park,4,0,-100
Western Downs Regional,Tropical North Queensland,Kutini-Payamu (Iron Range) National Park (CYPAL),78,0,-100
Western Downs Regional,Tropical North Queensland,Rinyirru (Lakefield) National Park (CYPAL),18,9,-50
Western Downs Regional,Tropical North Queensland,Russell River National Park,4,0,-100
Western Downs Regional,Tropical North Queensland,Speewah Conservation Park,0,5,100
Western Downs Regional,Tropical North Queensland,Tully Gorge National Park,8,7,-12.5
Western Downs Regional,Tropical North Queensland,Wooroonooran National Park,12,2,-83.33333333
Western Downs Regional,Whitsundays,Conway Circuit,0,2,100
Western Downs Regional,Whitsundays,Molle Islands National Park,4,0,-100
Western Downs Regional,Whitsundays,Whitsunday Islands National Park,27,4,-85.18518519
Whitehorse City,Brisbane,Bribie Island Recreation Area,0,10,100
Whitehorse City,Brisbane,D'Aguilar National Park,4,0,-100
Whitehorse City,Brisbane,Main Range National Park,6,0,-100
Whitehorse City,Central Queensland,Blackdown Tableland National Park,16,3,-81.25
Whitehorse City,Central Queensland,Byfield State Forest,8,8,0
Whitehorse City,Central Queensland,Carnarvon National Park,12,18,50
Whitehorse City,Central Queensland,Deepwater National Park,4,0,-100
Whitehorse City,Central Queensland,Eurimbula National Park,2,8,300
Whitehorse City,Central Queensland,Isla Gorge National Park,2,0,-100
Whitehorse City,Central Queensland,Nuga Nuga National Park,8,0,-100
Whitehorse City,Darling Downs,Bunya Mountains National Park,10,0,-100
Whitehorse City,Darling Downs,Crows Nest National Park,6,0,-100
Whitehorse City,Darling Downs,Girraween National Park,6,0,-100
Whitehorse City,Fraser Coast,K'gari (Fraser Island) Recreation Area,265,207,-21.88679245
Whitehorse City,Gold Coast,Lamington National Park,0,1,100
Whitehorse City,Gold Coast,Mount Barney National Park,1,1,0
Whitehorse City,Gold Coast,Springbrook National Park,2,1,-50
Whitehorse City,Mackay,Cape Hillsborough National Park,4,4,0
